,minute,rms,maa,peak,mean_envelope,std_envelope,p90_envelope,recording,tau
2023-09-20 14:06:00,12,1.8485142598345272e-05,1.1958501549827243e-05,0.00041265150395926016,1.8829341548201185e-05,1.813441037483917e-05,3.664529723631216e-05,flood2,0.4668654551120001
2023-09-20 14:07:00,13,1.8845037844405317e-05,1.1907082800969282e-05,0.0005444407277368249,1.874193146407298e-05,1.8947581250799303e-05,3.67948809540684e-05,flood2,0.3749765478233243
2023-09-20 14:08:00,14,1.901343346717534e-05,1.1768065852021159e-05,0.00047746587630888217,1.853154825357125e-05,1.948340208102806e-05,3.630485389226174e-05,flood2,0.3957312085610096
2023-09-20 14:09:00,15,2.1129653637632298e-05,1.2053313594458963e-05,0.000827463486996841,1.897034704527261e-05,2.3087884905239285e-05,3.632290427002354e-05,flood2,0.4365164299792822
2023-09-20 14:10:00,16,2.0484600482925054e-05,1.2084850383544774e-05,0.0005141940206403346,1.9042427928445542e-05,2.1831709638163297e-05,3.71387643059043e-05,flood2,0.3686852007813858
2023-09-20 14:11:00,17,3.726397491735373e-05,1.0768835296714349e-05,0.006003971358653319,1.6976580936019733e-05,4.988991229706747e-05,3.267765063734019e-05,flood2,0.3706484489361737
2023-09-20 14:12:00,18,9.474588601336556e-06,5.950695871539838e-06,0.00023549221953696,9.424620736336623e-06,9.524292744900294e-06,1.706437144008633e-05,flood2,0.3421648104604812
2023-09-20 14:13:00,19,7.242698736542753e-06,4.898165333891903e-06,0.00019228263797054532,7.783605321945009e-06,6.657991150132901e-06,1.3617937980389491e-05,flood2,0.4602669500047358
2023-09-20 15:05:00,0,3.175178117464501e-05,1.821315135265006e-05,0.001054313790220518,2.8636723566116906e-05,3.458741465357141e-05,5.6255242986416174e-05,flood3,0.4243396605684979
2023-09-20 15:06:00,1,3.132994315965194e-05,1.7541438321113475e-05,0.0008857964221115008,2.7583888706339852e-05,3.4673615496828375e-05,5.4830682239991445e-05,flood3,0.4454738688576617
2023-09-20 15:07:00,2,3.011578624474498e-05,1.7454770939673834e-05,0.0006611065979661445,2.7443305588297483e-05,3.2569710928082184e-05,5.4434190573092654e-05,flood3,0.4600384538929169
2023-09-20 15:08:00,3,2.9127908475293756e-05,1.7209561463329962e-05,0.000656785639809503,2.7058682877751813e-05,3.1059582818316945e-05,5.399663234319721e-05,flood3,0.4239291966400108
2023-09-20 15:09:00,4,3.027776401904049e-05,1.822155158271724e-05,0.0010413509157505938,2.8640580601099035e-05,3.183084992510092e-05,5.6491401396675154e-05,flood3,0.5740115810170139
2023-09-20 15:10:00,5,6.95955968370862e-05,2.2974053595893247e-05,0.006805509096710311,3.61290825309324e-05,9.15520812601771e-05,6.702762125393121e-05,flood3,1.9954383578791768
2023-09-20 15:11:00,6,3.7019834706634885e-05,2.111189291348188e-05,0.0009441293572261607,3.319842955355045e-05,4.048210103421261e-05,6.374170924633095e-05,flood3,0.3863923344513276
2023-09-20 15:12:00,7,2.6649101063287742e-05,1.6990831328070722e-05,0.0009354874409128778,2.6718214664243237e-05,2.657980319531671e-05,5.17043328422167e-05,flood3,0.4034727075662728
2023-09-20 15:13:00,8,2.5275541950066195e-05,1.6534312953936564e-05,0.0006913533050626348,2.5998998533082978e-05,2.4530755639748748e-05,4.9426978313858876e-05,flood3,0.3992220278434313
2023-09-20 15:14:00,9,2.429854016323139e-05,1.596606368143604e-05,0.0006719089933577482,2.5111488343216167e-05,2.345743102807629e-05,4.8078769067451e-05,flood3,0.4122126029661457
2023-09-20 15:15:00,10,2.631372274106445e-05,1.6627879007988723e-05,0.0006481437234962202,2.615795908184054e-05,2.6468568596747873e-05,5.0038441847709236e-05,flood3,0.4119353615064173
2023-09-20 15:16:00,11,2.5319184712057765e-05,1.6239225478553622e-05,0.0005422802486585042,2.5538126583276194e-05,2.509833092225769e-05,4.939620951019543e-05,flood3,0.3844665855413149
2023-09-20 15:17:00,12,2.598843058560699e-05,1.633042039456971e-05,0.0008253030079185203,2.567441174625529e-05,2.6298698049598814e-05,4.884543903586085e-05,flood3,0.4294898238012888
2023-09-20 15:18:00,13,2.589770524436872e-05,1.6166451790234432e-05,0.0005530826440501078,2.5422063080911857e-05,2.6364766159582006e-05,4.799022361364214e-05,flood3,0.4131909514586639
2023-09-20 15:19:00,14,2.4865280330097423e-05,1.617503328498619e-05,0.0007842539054304263,2.543474264881026e-05,2.428246478739339e-05,4.8725419361490634e-05,flood3,0.4529681463790141
2023-09-20 15:20:00,15,2.4698933183915856e-05,1.6103510486292094e-05,0.0005466012068151456,2.5331126483507626e-05,2.405012477434453e-05,4.906579269548755e-05,flood3,0.4574031065069059
2023-09-20 15:21:00,16,2.5043518351924796e-05,1.6455061910920354e-05,0.00044505869013407117,2.587124392016798e-05,2.4187481949554603e-05,5.0233863159396665e-05,flood3,0.4908466086629295
2023-09-20 15:22:00,17,2.9583820487770537e-05,1.9103713729553757e-05,0.0010175856458890656,3.002589396526488e-05,2.9135037733630353e-05,5.89223528593316e-05,flood3,0.4626780593724431
2023-09-20 15:23:00,18,2.973910124464173e-05,1.950478552289747e-05,0.0005790083929899567,3.0666525727390245e-05,2.8781804316957703e-05,5.9122213606478975e-05,flood3,0.51066082864599
2023-09-20 15:24:00,19,3.272952203610527e-05,2.0553232706096923e-05,0.0009484503153828021,3.230103500612595e-05,3.315246962241091e-05,6.345887883554745e-05,flood3,0.4994888076055125
2023-09-21 10:35:00,9,3.6579860753170105e-05,2.3465602595083034e-05,0.0007518467192556154,3.688873427565478e-05,3.6268355875692195e-05,7.106912940188727e-05,flood4,0.5538481420705735
2023-09-21 10:36:00,10,3.5367252389351425e-05,2.3546681798589175e-05,0.000665427556122786,3.7010404049801165e-05,3.364394522719439e-05,7.190137762297746e-05,flood4,0.5826688378136954
2023-09-21 10:37:00,11,4.399029736177467e-05,2.5805505949875675e-05,0.001492891043119627,4.056294685285616e-05,4.716926799066404e-05,7.585908530121938e-05,flood4,1.4703597252575615
2023-09-21 10:38:00,12,2.8055997450831676e-05,1.6279580549591762e-05,0.0012790036143658745,2.5589462048295368e-05,3.0322555306604314e-05,4.726754580477422e-05,flood4,0.9098854050123988
2023-09-21 10:39:00,13,4.329237366639737e-05,2.3312896079911508e-05,0.001110486246256857,3.6632821893173824e-05,4.905604518937239e-05,7.179540826791951e-05,flood4,0.5521520970938422
2023-09-21 10:40:00,14,3.200231456628646e-05,1.9515627927160896e-05,0.0007453652820206531,3.067666288935345e-05,3.327519498442229e-05,6.05125252374507e-05,flood4,0.5592529246095596
2023-09-21 10:41:00,15,3.199331378081009e-05,1.9433154128694144e-05,0.0006351808490262957,3.0555889543377124e-05,3.3368872948247016e-05,6.011403575226388e-05,flood4,0.5249321709605024
2023-09-21 10:42:00,16,3.475060292977061e-05,2.12956610103229e-05,0.0007345628866290495,3.345684134780676e-05,3.599789576872907e-05,6.476464656554499e-05,flood4,0.566392890326803
2023-09-21 10:43:00,17,3.7878081407410176e-05,2.365896465608515e-05,0.0007907353426653886,3.7165488316377115e-05,3.8577512940155845e-05,7.349773005265897e-05,flood4,0.55313073676003
2023-09-21 10:44:00,18,3.967315949300642e-05,2.432806649635474e-05,0.0014345581080049672,3.822929623076596e-05,4.106628764067431e-05,7.602924956247413e-05,flood4,0.5490219821637602
2023-09-21 10:45:00,19,3.4336616905541304e-05,2.1325088760308443e-05,0.0007129580958458422,3.35217667986958e-05,3.51325719867346e-05,6.681399371885296e-05,flood4,0.5151880811172947
2023-09-21 10:46:00,0,3.26609634665747e-05,2.056725622392389e-05,0.0006589461188878238,3.233171366168189e-05,3.2986926226823516e-05,6.4020704572793e-05,flood44,0.5085881605324211
2023-09-21 10:47:00,1,2.9147625215514005e-05,1.7486405709670234e-05,0.0005228359369536176,2.750494939460477e-05,3.070253657329526e-05,5.5067477439803404e-05,flood44,0.4663893438078892
2023-09-21 10:48:00,2,3.419589627235787e-05,1.9617822016897332e-05,0.0009851784597142547,3.0847947931295556e-05,3.724409534588777e-05,6.05717091006523e-05,flood44,0.4635792503294187
2023-09-21 10:49:00,3,3.06901226502682e-05,1.856974307862015e-05,0.000771291030960502,2.9200566879848274e-05,3.2110653840990094e-05,5.6815089109677107e-05,flood44,0.4799496602072171
2023-09-21 10:50:00,4,2.6396715786245755e-05,1.6218660918437752e-05,0.0006913533050626348,2.5510539990300716e-05,2.7254091881765644e-05,4.96905480032913e-05,flood44,0.4793918530573128
2023-09-21 10:51:00,5,1.908547058355574e-05,1.082330860045969e-05,0.0016052359551923052,1.704946341559169e-05,2.092429420190882e-05,3.245671161642937e-05,flood44,0.464886001058396
2023-09-21 10:52:00,6,1.4433277116557827e-05,9.688706802585975e-06,0.00031542994543482715,1.5262270560770078e-05,1.3553673590897743e-05,2.8247116078231763e-05,flood44,0.3377848072911925
2023-09-21 10:53:00,7,1.4228570439095574e-05,9.824300951724453e-06,0.0002895041964949783,1.5478220653213484e-05,1.285803585584131e-05,2.8539999107641233e-05,flood44,0.5272033295019658
2023-09-21 10:54:00,8,2.2657633479818752e-05,1.4224412986979136e-05,0.00048394731354384435,2.238433875471415e-05,2.2927669898102603e-05,4.3976177324038185e-05,flood44,0.5319387774994854
2023-09-21 10:55:00,9,3.11885002401718e-05,1.9706315925811727e-05,0.0007648095937255397,3.0975203648420156e-05,3.140034597383106e-05,6.043941566071183e-05,flood44,0.5247512166377036
2023-09-21 10:56:00,10,3.0436771598346995e-05,1.8805797055377775e-05,0.0008706730685632557,2.956341605236514e-05,3.1285754387354345e-05,5.697414382436001e-05,flood44,0.4468769559365693
2023-09-21 10:57:00,11,2.9363841646131668e-05,1.8094667120021866e-05,0.0007432048029423324,2.847555950119525e-05,3.0226029424600802e-05,5.589520049042554e-05,flood44,0.4979052694833855
2023-09-21 10:58:00,12,2.8552967929926975e-05,1.7717865198229175e-05,0.0006632670770444653,2.7866431269254785e-05,2.92233793071951e-05,5.4156457702375296e-05,flood44,0.5008234277233398
2023-09-21 10:59:00,13,2.8311135454209725e-05,1.8350465883276827e-05,0.0006222179745563714,2.885260326896406e-05,2.7759105629393446e-05,5.5883010582160175e-05,flood44,0.4711385090648288
2023-09-21 11:00:00,14,2.147746593669417e-05,1.203310503165154e-05,0.0008857964221115008,1.894120792461319e-05,2.3744338928811992e-05,3.5661750721679547e-05,flood44,0.468269196522468
2023-09-21 11:01:00,15,1.6614496894746432e-05,1.1072687164548804e-05,0.000300306591886582,1.74396322516816e-05,1.5746181004155052e-05,3.260637418390039e-05,flood44,0.3756956056975661
2023-09-21 11:02:00,16,2.7977331175652314e-05,1.3401454172346278e-05,0.0009527712735394436,2.108260787732374e-05,3.348112488089744e-05,3.9425816396317455e-05,flood44,0.5619911648521553
2023-09-21 11:03:00,17,3.754698149827811e-05,1.7531325874633883e-05,0.002134553329380885,2.753478938418715e-05,4.5402499195681065e-05,5.25910572736254e-05,flood44,0.4913920490053751
2023-09-21 11:04:00,18,3.6847568726423e-05,2.094917274924893e-05,0.0006740694724360689,3.293002903943102e-05,4.038687611958798e-05,6.737131406006005e-05,flood44,0.4780841181415172
2023-09-21 11:05:00,19,2.670736338780178e-05,1.576399601652876e-05,0.0008188215706835581,2.4800932209363037e-05,2.848649256498113e-05,4.8323450842335556e-05,flood44,0.2960637942588215
2023-09-21 11:24:00,0,2.8128927798381585e-05,1.9299850283340505e-05,0.0006848718678276727,3.0323231147139753e-05,2.5748295703640713e-05,5.826035426008835e-05,flood5,0.5152331499313898
2023-09-21 11:25:00,1,0.0002647356483679486,3.7002858309495176e-05,0.04955058766128603,5.8051009563749664e-05,0.00036986485004895063,9.804802264477753e-05,flood5,0.7342589239566621
2023-09-21 11:26:00,2,1.8494216485810682e-05,1.190708770001481e-05,0.0008469077987017276,1.873444611317998e-05,1.8250823672748357e-05,3.4202568107345233e-05,flood5,1.2420534069705385
2023-09-21 11:27:00,3,1.5864686129360385e-05,1.1091043888146236e-05,0.0002462946149285637,1.7469083001669246e-05,1.4078624258253812e-05,3.264305851474745e-05,flood5,0.5824589604216939
2023-09-21 11:28:00,4,1.6108805799813108e-05,1.1164907614095642e-05,0.0004731449181522407,1.7584803479469183e-05,1.4483160358702445e-05,3.2507211537712774e-05,flood5,0.6028697877157703
2023-09-21 11:29:00,5,1.5536145807096904e-05,1.0838463797803874e-05,0.00039320719225437357,1.706690505654419e-05,1.3837066106553347e-05,3.154471200800872e-05,flood5,0.5899098604121282
2023-09-21 11:30:00,6,1.5375112913660492e-05,1.062605098175437e-05,0.0003521580897662796,1.6734091459841036e-05,1.3883744801143754e-05,3.08119616586807e-05,flood5,0.6143909623588112
2023-09-21 11:31:00,7,1.5678737331586068e-05,1.0817953127188826e-05,0.000267899405711771,1.703489649761233e-05,1.419358614337995e-05,3.137202128941327e-05,flood5,0.6306395967208378
2023-09-21 11:32:00,8,1.5990176986198996e-05,1.091191518742125e-05,0.0004212934202725431,1.7185293663549362e-05,1.4698203794867453e-05,3.1522817945460516e-05,flood5,0.6579770776009953
2023-09-21 11:33:00,9,1.5001179841033705e-05,1.0428249568995326e-05,0.0002743808429467332,1.6421882607295603e-05,1.343102974089497e-05,3.0363821226922284e-05,flood5,0.6268608848855458
2023-09-21 11:34:00,10,1.5946376658891146e-05,1.0861769373893257e-05,0.0004104910248809394,1.7101538663998922e-05,1.4700721468187364e-05,3.149732150171173e-05,flood5,0.6478117094503183
