Date,avg_temp,max_temp,min_temp,avg_snow,total_precip
5/13/2022,46.10,58.20,36.10,-1.30,0.00
5/14/2022,51.80,64.00,39.50,-1.34,0.00
5/15/2022,56.50,68.40,46.20,-1.34,0.00
5/16/2022,51.70,63.70,40.70,5.57,0.00
5/17/2022,54.70,65.80,44.70,-1.34,0.00
5/18/2022,55.30,65.10,44.50,-1.32,0.00
5/19/2022,54.20,62.80,46.80,-1.28,0.00
5/20/2022,48.40,59.30,38.60,-1.26,0.00
5/21/2022,40.80,51.50,29.10,-1.23,0.00
5/22/2022,41.20,50.50,32.10,-1.24,0.00
5/23/2022,39.40,49.50,30.30,-1.25,0.00
5/24/2022,35.60,47.00,28.40,-1.32,0.00
5/25/2022,43.90,59.60,29.60,-1.33,0.00
5/26/2022,54.90,66.70,39.80,-1.42,0.00
5/27/2022,58.00,67.90,48.70,-1.28,0.00
5/28/2022,54.90,65.40,46.90,-1.27,0.00
5/29/2022,47.70,59.10,37.50,-1.24,0.00
5/30/2022,42.30,53.40,30.60,-1.25,0.00
5/31/2022,47.90,60.20,35.30,-1.31,0.00
6/1/2022,47.70,60.40,37.60,-1.21,0.00
6/2/2022,52.10,63.50,37.80,-0.99,0.00
6/3/2022,53.80,64.40,44.30,-1.28,0.00
6/4/2022,54.10,65.50,44.90,-1.27,0.00
6/5/2022,54.50,65.40,43.60,-1.27,0.00
6/6/2022,58.90,70.50,46.70,-1.28,0.00
6/7/2022,60.70,72.00,50.30,-1.26,0.00
6/8/2022,57.50,70.30,48.70,-0.87,0.08
6/9/2022,59.50,72.30,48.50,-1.27,0.00
6/10/2022,65.50,79.40,54.80,-1.36,0.00
6/11/2022,63.30,74.20,56.10,-1.24,0.00
6/12/2022,62.30,70.50,54.30,-1.26,0.00
6/13/2022,59.10,69.30,50.60,-1.21,0.00
6/14/2022,56.10,66.10,45.80,-1.20,0.00
6/15/2022,60.20,72.50,47.00,-1.31,0.00
6/16/2022,62.00,74.00,50.30,-1.25,0.00
6/17/2022,54.60,66.60,43.80,4.15,0.60
6/18/2022,50.10,59.80,43.90,12.04,0.22
6/19/2022,46.90,58.20,42.10,4.55,0.68
6/20/2022,50.40,61.60,41.80,-0.98,0.25
6/21/2022,47.10,58.50,42.60,6.70,0.40
6/22/2022,44.70,46.50,43.10,93.32,0.89
6/23/2022,52.10,63.70,43.60,-1.05,0.19
6/24/2022,55.00,66.90,46.70,-1.32,0.00
6/25/2022,50.20,61.80,42.80,1.57,0.49
6/26/2022,43.70,45.30,42.50,17.58,0.95
6/27/2022,45.20,52.00,40.90,0.26,0.73
6/28/2022,52.40,62.10,42.40,-0.87,0.00
6/29/2022,54.30,66.90,44.50,-1.46,0.11
6/30/2022,57.10,69.60,50.70,-1.38,0.00
7/1/2022,54.80,66.20,46.10,2.84,0.65
7/2/2022,52.40,61.50,44.50,-1.34,0.91
7/3/2022,53.30,61.00,46.90,-1.31,0.00
7/4/2022,53.40,61.60,47.90,-1.35,0.32
7/5/2022,55.60,63.50,50.00,-1.38,0.00
7/6/2022,56.80,65.80,47.40,-1.45,0.00
7/7/2022,59.70,72.50,50.10,-1.51,0.00
7/8/2022,61.70,73.10,50.70,-1.58,0.00
7/9/2022,59.50,70.70,49.50,-1.46,0.18
7/10/2022,61.90,72.80,52.00,-1.47,0.00
7/11/2022,60.10,74.40,52.10,-1.44,0.00
7/12/2022,53.60,64.40,48.40,-1.30,0.36
7/13/2022,57.70,69.20,48.40,-1.39,0.00
7/14/2022,59.50,70.50,51.10,-1.40,0.00
7/15/2022,60.20,69.90,48.70,-1.42,0.20
7/16/2022,61.90,74.40,52.40,-1.49,0.06
7/17/2022,61.60,70.10,52.10,-1.37,0.00
7/18/2022,64.50,74.80,53.90,-1.44,0.00
7/19/2022,66.50,76.50,57.60,-1.41,0.00
7/20/2022,63.50,73.90,52.50,-1.45,0.01
7/21/2022,59.90,70.70,50.30,-1.41,0.03
7/22/2022,61.20,74.30,54.50,-1.43,0.07
7/23/2022,61.50,76.90,53.00,-1.41,0.37
7/24/2022,55.50,66.00,48.80,-1.32,0.35
7/25/2022,56.40,68.00,47.80,-1.37,0.55
7/26/2022,54.70,63.10,48.80,-1.34,0.01
7/27/2022,53.90,68.10,48.10,-1.44,0.30
7/28/2022,52.90,61.60,47.70,-0.55,0.14
7/29/2022,51.50,59.10,47.20,3.60,0.55
7/30/2022,52.00,62.40,47.00,-1.30,0.09
7/31/2022,55.90,68.10,47.80,-1.41,0.00
8/1/2022,55.90,64.40,50.80,-1.31,0.02
8/2/2022,60.30,70.30,52.50,-1.41,0.00
8/3/2022,59.70,70.20,52.20,-1.43,0.31
8/4/2022,56.50,69.00,50.60,-1.35,0.00
8/5/2022,58.90,72.60,50.40,-1.41,0.00
8/6/2022,55.80,65.30,48.60,-1.36,0.36
8/7/2022,55.70,70.10,49.40,-1.41,0.34
8/8/2022,51.80,61.60,46.90,-1.34,0.87
8/9/2022,56.10,68.20,49.00,-1.28,0.00
8/10/2022,53.60,63.10,47.30,0.69,0.00
8/11/2022,52.90,63.50,46.00,10.62,0.05
8/12/2022,55.20,64.20,46.10,-1.43,0.00
8/13/2022,57.00,65.90,47.20,-1.52,0.00
8/14/2022,57.30,66.60,50.20,-1.43,0.00
8/15/2022,57.90,67.00,50.40,-1.42,0.00
8/16/2022,54.20,64.60,46.90,-1.37,0.28
8/17/2022,50.60,58.20,46.80,18.96,0.60
8/18/2022,51.00,62.70,47.40,15.11,0.06
8/19/2022,50.60,57.70,44.60,-1.17,0.00
8/20/2022,44.30,47.40,41.70,11.12,0.62
8/21/2022,50.20,60.70,43.30,-1.53,0.36
8/22/2022,49.50,62.90,43.10,23.08,0.21
8/23/2022,48.60,58.40,42.40,8.36,0.25
8/24/2022,50.70,65.80,44.00,13.37,0.37
8/25/2022,50.80,59.90,46.00,-1.10,0.54
8/26/2022,50.90,58.60,46.00,-1.40,0.13
8/27/2022,53.40,66.10,45.60,14.45,0.00
8/28/2022,56.00,68.60,48.90,-1.63,0.00
8/29/2022,57.00,71.90,45.30,-1.69,0.01
8/30/2022,54.90,71.30,46.40,5.88,0.00
8/31/2022,54.30,70.70,44.90,30.54,0.71
9/1/2022,55.90,69.60,46.00,-1.65,0.00
9/2/2022,58.50,70.60,49.00,-1.66,0.00
9/3/2022,52.40,60.30,45.80,-1.44,0.04
9/4/2022,55.20,68.00,42.80,-1.67,0.00
9/5/2022,59.70,76.50,49.10,-1.66,0.20
9/6/2022,60.50,70.80,54.00,-1.56,0.00
9/7/2022,60.40,75.00,49.90,-1.61,0.00
9/8/2022,59.10,67.80,52.50,-1.51,0.00
9/9/2022,55.90,68.60,44.80,-1.51,0.37
9/10/2022,51.10,60.70,44.70,-0.72,0.03
9/11/2022,49.40,59.50,42.90,-1.31,0.16
9/12/2022,54.90,66.90,45.40,-1.78,0.00
9/13/2022,50.00,60.40,41.20,-1.53,0.20
9/14/2022,44.90,54.40,39.90,4.33,0.14
9/15/2022,47.60,58.00,40.30,-1.53,0.00
9/16/2022,51.70,59.20,42.30,-1.62,0.00
9/17/2022,52.50,62.30,43.70,-1.58,0.00
9/18/2022,53.90,63.90,46.20,-1.56,0.00
9/19/2022,54.80,66.80,45.70,-1.00,0.00
9/20/2022,53.10,64.70,46.90,7.02,0.36
9/21/2022,50.40,58.50,45.90,-0.58,0.42
9/22/2022,48.80,56.50,43.70,19.10,0.64
9/23/2022,49.00,58.20,42.60,15.34,0.00
9/24/2022,50.50,65.70,38.40,-1.74,0.00
9/25/2022,48.20,57.00,41.30,-1.56,0.00
9/26/2022,49.20,62.30,40.10,-1.75,0.00
9/27/2022,49.30,63.00,41.80,-1.72,0.00
9/28/2022,48.30,56.00,42.10,-1.58,0.00
9/29/2022,48.50,60.50,40.30,-1.70,0.00
9/30/2022,48.30,57.90,41.90,-1.61,0.00
10/1/2022,47.70,59.60,39.70,-1.63,0.02
10/2/2022,41.70,49.20,38.80,-1.59,0.60
10/3/2022,41.10,50.20,35.20,5.89,0.78
10/4/2022,39.00,46.40,36.00,30.10,0.41
10/5/2022,36.00,37.70,34.20,51.80,0.33
10/6/2022,37.10,42.10,33.90,15.40,0.00
10/7/2022,37.30,43.80,34.00,22.86,0.10
10/8/2022,35.90,38.10,32.90,17.92,0.18
10/9/2022,36.30,45.80,31.70,13.48,0.04
10/10/2022,38.80,53.10,30.40,-1.68,0.17
10/11/2022,41.30,49.40,35.00,-1.55,0.00
10/12/2022,46.00,56.80,38.80,-1.75,0.00
10/13/2022,46.80,55.10,41.50,-1.66,0.00
10/14/2022,45.20,55.10,38.40,-1.62,0.00
10/15/2022,46.30,55.60,34.40,-1.60,0.04
10/16/2022,32.00,34.50,31.10,71.78,1.05
10/17/2022,31.40,34.60,29.30,85.27,0.46
